'flickr', 'using_id', 'img_loc', 'the_image', 'img_width', 'img_height', 'crop_coords', 'do_img_at', 'full_id', 'r_min', 'r_max', 'r_mean', 'r_mode', 'g_min', 'g_max', 'g_mean', 'g_mode', 'b_min', 'b_max', 'b_mean', 'b_mode', 'center_rgb', 'post_num_regions', 'post_top_hsl', 'post_top_count', 'post_2_hsl', 'post_2_count', 'post_3_hsl', 'post_3_count', 'post_4_hsl', 'post_4_count', 'post_5_hsl', 'post_5_count', 'post_6_hsl', 'post_6_count', 'center_hsl', 'full_red_count', 'visib_red_count', 'vivid_red_count', 'full_orange_count', 'visib_orange_count', 'vivid_orange_count', 'full_yellow_count', 'visib_yellow_count', 'vivid_yellow_count', 'full_green_count', 'visib_green_count', 'vivid_green_count', 'full_cyan_count', 'visib_cyan_count', 'vivid_cyan_count', 'full_blue_count', 'visib_blue_count', 'vivid_blue_count', 'full_purple_count', 'visib_purple_count', 'vivid_purple_count', 'full_mag_count', 'visib_mag_count', 'vivid_mag_count', 'vivid_count', 'sat_min_val', 'sat_25_val', 'sat_50_val', 'sat_75_val', 'sat_max_val', 'hue_mean_val', 'sat_mean_val', 'light_mean_val', 'light_max_val', 'light_max_count', 'light_min_val', 'light_min_count', 'light_25_value', 'light_50_value', 'light_75_value', 'gen_bright_count', 'gen_dark_count', 'common_hsl_1_val', 'common_hsl_1_count', 'common_hsl_2_val', 'common_hsl_2_count', 'common_hsl_3_val', 'common_hsl_3_count', 'common_hsl_4_val', 'common_hsl_4_count'
"[FlickrAPI for key ""82fbf72fad4735faa2b9652df0961703""]",51278877462,current_img.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1539x2048 at 0x214F3B04A50>,1539,2048,"[(0, 0, 507, 675), (0, 675, 507, 1372), (0, 1372, 507, 2048), (507, 0, 1031, 675), (507, 675, 1031, 1372), (507, 1372, 1031, 2048), (1031, 0, 1539, 675), (1031, 675, 1539, 1372), (1031, 1372, 1539, 2048)]",1698546331.2529156,5127887746200,0.0,255.0,118.33762951033545,103848,0.0,255.0,111.12071461023798,120398,0.0,255.0,121.38600235034926,93032,"(66, 61, 72)",277,"(39.000000000000064, 0.26315789473684187, 0.8509803921568627)",1855729,"(250.43478260869566, 0.20353982300884954, 0.22156862745098038)",378039,"(247.05882352941174, 0.31481481481481477, 0.21176470588235297)",210534,"(53.68421052631581, 0.575757575757576, 0.9352941176470588)",172839,"(249.60000000000002, 0.1773049645390071, 0.27647058823529413)",53328,"(232.94117647058826, 0.3669064748201439, 0.27254901960784317)",19669,"[267.2727272727273, 0.0827067669172932, 0.2607843137254902]",187373,37,4,351362,19,1,698602,2,0,321,0,0,16820,166,0,193579,17193,0,1407230,15002,0,296585,5,0,5,0.0,0.10303030303030304,0.2040816326530612,0.32432432432432423,1.0,177.32296258225085,0.23506658942009337,0.4627017276107161,1.0,19666,0.041176470588235294,53,0.2588235294117647,0.3411764705882353,0.7313725490196079,411303,66291,"(252.00000000000003, 0.30973451327433627, 0.2215686274509804)",17197,"(254.21052631578945, 0.3584905660377359, 0.20784313725490194)",16906,"(252.72727272727272, 0.27731092436974786, 0.23333333333333334)",16633,"(253.125, 0.2580645161290323, 0.2431372549019608)",15613
"[FlickrAPI for key ""82fbf72fad4735faa2b9652df0961703""]",52617833408,current_img.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=2304x3072 at 0x26365E8D0D0>,2304,3072,"[(0, 0, 760, 1013), (0, 1013, 760, 2058), (0, 2058, 760, 3072), (760, 0, 1543, 1013), (760, 1013, 1543, 2058), (760, 2058, 1543, 3072), (1543, 0, 2304, 1013), (1543, 1013, 2304, 2058), (1543, 2058, 2304, 3072)]",1698546919.068595,5261783340800,46.0,255.0,170.2554475289804,121947,53.0,255.0,162.14083353678384,144966,0.0,255.0,144.52588639435945,143390,"(199, 197, 179)",76,"(60.0, 0.06358381502890183, 0.6607843137254902)",6942759,"(107.99999999999996, 0.07142857142857147, 0.27450980392156865)",36396,"(44.04255319148936, 0.45631067961165045, 0.596078431372549)",9101,"(31.111111111111104, 0.15606936416184983, 0.6607843137254902)",4964,"(50.76923076923081, 1.0, 0.9745098039215686)",4410,"(97.49999999999987, 0.09523809523809526, 0.8352941176470587)",2676,"[54.00000000000003, 0.15151515151515157, 0.7411764705882353]",8842,484,0,1849138,8148,0,4938237,89983,0,269909,0,0,10843,0,0,119,0,0,287,0,0,513,35,0,0,0.0,0.08108108108108104,0.11382113821138212,0.21848739495798314,1.0,46.70563042162249,0.18213737593561094,0.6181269000904572,0.9980392156862745,10922,0.13725490196078433,1,0.5078431372549019,0.5941176470588235,0.7392156862745098,453011,1,"(32.14285714285713, 0.2456140350877195, 0.7764705882352941)",8038,"(41.99999999999997, 0.11235955056179768, 0.6509803921568628)",5519,"(32.14285714285713, 0.25000000000000017, 0.7803921568627451)",5318,"(34.28571428571427, 0.2456140350877195, 0.7764705882352941)",5089
"[FlickrAPI for key ""82fbf72fad4735faa2b9652df0961703""]",51117060037,current_img.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=2304x3072 at 0x1EA5F9DA410>,2304,3072,"[(0, 0, 760, 1013), (0, 1013, 760, 2058), (0, 2058, 760, 3072), (760, 0, 1543, 1013), (760, 1013, 1543, 2058), (760, 2058, 1543, 3072), (1543, 0, 2304, 1013), (1543, 1013, 2304, 2058), (1543, 2058, 2304, 3072)]",1698599076.8785758,5111706003708,21.0,255.0,221.48519009864884,70353,0.0,255.0,220.19241240120968,81394,0.0,254.0,206.47982948651045,71851,"(143, 139, 130)",39,"(60.0, 0.1590909090909089, 0.8274509803921568)",347625,"(300.0, 0.02127659574468076, 0.907843137254902)",287549,"(60.0, 0.27272727272727243, 0.9352941176470588)",53605,"(60.0, 0.280701754385965, 0.7764705882352941)",20590,"(31.764705882352935, 0.14406779661016947, 0.5372549019607843)",15388,"(69.23076923076925, 0.22543352601156075, 0.6607843137254903)",11209,"[41.53846153846148, 0.05485232067510553, 0.5352941176470588]",3755,0,0,10113,0,0,503570,6559,0,387,0,0,168,0,0,484,0,0,265447,0,0,11321,0,0,0,0.0,0.09677419354838675,0.17647058823529418,0.3333333333333342,1.0,125.67844949092965,0.2178286149716142,0.8399879824925087,0.9862745098039216,34,0.06666666666666667,5,0.7705882352941177,0.9215686274509804,0.9372549019607843,529198,52,"(260.0, 0.10344827586206856, 0.9431372549019608)",34244,"(270.0, 0.07142857142857113, 0.9450980392156862)",28499,"(260.0, 0.11111111111111065, 0.9470588235294117)",24155,"(270.0, 0.06666666666666642, 0.9411764705882353)",19797,8
"[FlickrAPI for key ""82fbf72fad4735faa2b9652df0961703""]",51117060037,current_img.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=2304x3072 at 0x1EA5F9DA410>,2304,3072,"[(0, 0, 760, 1013), (0, 1013, 760, 2058), (0, 2058, 760, 3072), (760, 0, 1543, 1013), (760, 1013, 1543, 2058), (760, 2058, 1543, 3072), (1543, 0, 2304, 1013), (1543, 1013, 2304, 2058), (1543, 2058, 2304, 3072)]",1698599099.5619237,5111706003709,0.0,255.0,183.95600489338486,59864,0.0,252.0,176.67905304709106,51407,0.0,240.0,156.88592685322698,39522,"(239, 234, 221)",42,"(54.00000000000003, 0.23809523809523822, 0.8352941176470587)",378486,"(43.19999999999998, 0.19685039370078736, 0.24901960784313726)",164728,"(50.000000000000036, 0.4090909090909088, 0.9137254901960784)",72732,"(50.00000000000002, 0.052631578947368356, 0.5529411764705883)",50004,"(69.23076923076923, 0.22807017543859653, 0.4470588235294118)",40326,"(47.36842105263162, 0.32203389830508433, 0.884313725490196)",7249,"[43.33333333333329, 0.35999999999999993, 0.9019607843137255]",1895,0,0,153292,12750,0,612208,4328,3,3897,0,0,170,0,0,16,0,0,3,0,0,173,0,0,3,0.0,0.20000000000000018,0.2727272727272727,0.41666666666666635,1.0,46.11639301173184,0.2958519441216881,0.6697737028029989,0.9705882352941176,9,0.0,3,0.37058823529411766,0.7627450980392156,0.9117647058823529,317353,1121,"(44.21052631578945, 0.46341463414634226, 0.919607843137255)",15140,"(44.210526315789515, 0.44186046511627863, 0.9156862745098039)",11846,"(44.21052631578945, 0.48717948717948795, 0.9235294117647059)",10959,"(43.33333333333332, 0.45000000000000084, 0.9215686274509804)",10556,9
"[FlickrAPI for key ""82fbf72fad4735faa2b9652df0961703""]",52616842792,current_img.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=2304x3072 at 0x1EA1208A550>,2304,3072,"[(0, 0, 760, 1013), (0, 1013, 760, 2058), (0, 2058, 760, 3072), (760, 0, 1543, 1013), (760, 1013, 1543, 2058), (760, 2058, 1543, 3072), (1543, 0, 2304, 1013), (1543, 1013, 2304, 2058), (1543, 2058, 2304, 3072)]",1698599126.801581,5261684279200,0.0,255.0,163.61618140891747,167705,0.0,255.0,165.2210940608272,155255,0.0,255.0,165.42942244918257,164426,"(237, 238, 235)",30,"(40.0000000000001, 0.04000000000000005, 0.7058823529411764)",5830322,"(37.499999999999865, 0.5714285714285723, 0.9725490196078432)",1162840,"(206.8965517241379, 0.32584269662921356, 0.17450980392156862)",45554,"(69.60000000000004, 0.22935779816513768, 0.7862745098039217)",9839,"(43.636363636363676, 0.21568627450980352, 0.8999999999999999)",5363,"(41.99999999999993, 0.1612903225806454, 0.8784313725490196)",3255,"[79.99999999999983, 0.08108108108108153, 0.9274509803921569]",628168,0,0,983388,5,0,1559394,203,0,253785,0,0,2071409,2,0,382412,0,0,827986,0,0,371346,0,0,0,0.0,0.014705882352941332,0.03937007874015734,0.10924369747899162,1.0,136.5757483139039,0.0728417672851091,0.6450440924152052,1.0,11061,0.0,1,0.5647058823529412,0.6666666666666666,0.8666666666666667,1868266,23075,"(189.99999999999997, 0.0967741935483871, 0.24313725490196078)",88564,"(190.90909090909093, 0.08527131782945739, 0.2529411764705882)",82393,"(189.23076923076923, 0.10924369747899162, 0.23333333333333334)",81986,"(190.9090909090909, 0.0827067669172932, 0.2607843137254902)",71003,9
"[FlickrAPI for key ""82fbf72fad4735faa2b9652df0961703""]",52616842792,current_img.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=2304x3072 at 0x1EA1208A550>,2304,3072,"[(0, 0, 760, 1013), (0, 1013, 760, 2058), (0, 2058, 760, 3072), (760, 0, 1543, 1013), (760, 1013, 1543, 2058), (760, 2058, 1543, 3072), (1543, 0, 2304, 1013), (1543, 1013, 2304, 2058), (1543, 2058, 2304, 3072)]",1698599312.8406131,5261684279201,132.0,255.0,211.27032654439654,33189,131.0,255.0,208.33351561282277,30633,128.0,253.0,205.01952122408687,27350,"(239, 234, 232)",6,"(37.499999999999865, 0.5714285714285723, 0.9725490196078432)",424065,"(40.0000000000001, 0.04000000000000005, 0.7058823529411764)",202709,"(11.99999999999993, 0.024875621890547317, 0.6058823529411765)",127272,"(69.60000000000004, 0.22935779816513768, 0.7862745098039217)",9840,"(48.00000000000004, 0.192307692307692, 0.8980392156862744)",5380,"(20.000000000000128, 0.11111111111111108, 0.8411764705882352)",614,"[17.142857142857075, 0.17948717948717957, 0.9235294117647059]",84735,0,0,445996,0,0,232081,203,0,83,0,0,9,0,0,0,0,0,437,0,0,6539,0,0,0,0.0,0.028571428571428466,0.1219512195121954,0.18918918918918923,1.0,34.58649714995132,0.12430448337758089,0.816370032711999,0.996078431372549,3493,0.5117647058823529,3,0.6862745098039216,0.888235294117647,0.9254901960784314,424425,0,"(60.0, 0.01041666666666663, 0.6235294117647059)",6932,"(30.0, 0.010526315789473646, 0.6274509803921569)",6788,"(30.0, 0.010638297872340387, 0.6313725490196078)",6563,"(40.0, 0.015544041450777148, 0.6215686274509804)",6482,1
"[FlickrAPI for key ""82fbf72fad4735faa2b9652df0961703""]",52616842792,current_img.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=2304x3072 at 0x1EA1208A550>,2304,3072,"[(0, 0, 760, 1013), (0, 1013, 760, 2058), (0, 2058, 760, 3072), (760, 0, 1543, 1013), (760, 1013, 1543, 2058), (760, 2058, 1543, 3072), (1543, 0, 2304, 1013), (1543, 1013, 2304, 2058), (1543, 2058, 2304, 3072)]",1698599331.681445,5261684279202,84.0,255.0,184.1432422563586,39777,82.0,255.0,184.3316305716444,49435,74.0,254.0,184.21861244019138,51376,"(165, 164, 164)",8,"(30.0, 0.01219512195121947, 0.6784313725490196)",687927,"(26.666666666666586, 0.21951219512195116, 0.919607843137255)",63336,"(20.0, 0.023255813953488292, 0.7470588235294118)",11748,"(39.999999999999616, 0.12000000000000086, 0.9509803921568627)",11187,"(60.0, 0.06796116504854371, 0.7980392156862746)",7063,"(60.0, 0.07142857142857165, 0.8901960784313725)",6990,"[0.0, 0.0055248618784530185, 0.6450980392156863]",55636,0,0,125641,0,0,212697,0,0,18425,0,0,179004,0,0,65911,0,0,84556,0,0,52330,0,0,0,0.0,0.012345679012345637,0.01999999999999993,0.03846153846153852,1.0,132.3878779689495,0.03376357755795883,0.7221223354615074,0.9980392156862745,453,0.30980392156862746,1,0.6705882352941177,0.7137254901960783,0.7411764705882353,71344,0,"(30.0, 0.014285714285714237, 0.7254901960784313)",7210,"(60.0, 0.014285714285714237, 0.7254901960784313)",7195,"(30.0, 0.014084507042253473, 0.7215686274509804)",6575,"(60.0, 0.013888888888888843, 0.7176470588235294)",6425,2
"[FlickrAPI for key ""82fbf72fad4735faa2b9652df0961703""]",52616842792,current_img.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=2304x3072 at 0x1EA1208A550>,2304,3072,"[(0, 0, 760, 1013), (0, 1013, 760, 2058), (0, 2058, 760, 3072), (760, 0, 1543, 1013), (760, 1013, 1543, 2058), (760, 2058, 1543, 3072), (1543, 0, 2304, 1013), (1543, 1013, 2304, 2058), (1543, 2058, 2304, 3072)]",1698599351.4179227,5261684279203,21.0,255.0,169.0011016817191,19096,39.0,255.0,171.5727369459151,20105,46.0,254.0,171.77234765908855,19987,"(139, 143, 144)",5,"(195.0000000000003, 0.018348623853211076, 0.5725490196078431)",766148,"(45.00000000000011, 0.030303030303030408, 0.7411764705882353)",1855,"(0.0, 0.012048192771084465, 0.6745098039215687)",1205,"(60.0, 0.07692307692307714, 0.8980392156862744)",902,"(40.00000000000019, 0.08108108108108153, 0.9274509803921569)",530,,0,"[191.99999999999994, 0.02202643171806172, 0.5549019607843138]",14332,0,0,11470,0,0,99507,0,0,184831,0,0,372971,0,0,50647,0,0,33115,0,0,3767,0,0,0,0.0,0.019047619047618983,0.02970297029702974,0.047619047619047616,1.0,156.0816756592658,0.03697520140296335,0.6691030907847414,0.9980392156862745,113,0.13137254901960785,3,0.584313725490196,0.6549019607843137,0.8666666666666667,206977,3,"(120.0, 0.02127659574468076, 0.907843137254902)",6892,"(191.99999999999994, 0.07042253521126755, 0.2784313725490196)",6039,"(192.0, 0.06849315068493156, 0.28627450980392155)",5733,"(90.0, 0.04347826086956503, 0.9098039215686274)",5635,3
"[FlickrAPI for key ""82fbf72fad4735faa2b9652df0961703""]",52616842792,current_img.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=2304x3072 at 0x1EA1208A550>,2304,3072,"[(0, 0, 760, 1013), (0, 1013, 760, 2058), (0, 2058, 760, 3072), (760, 0, 1543, 1013), (760, 1013, 1543, 2058), (760, 2058, 1543, 3072), (1543, 0, 2304, 1013), (1543, 1013, 2304, 2058), (1543, 2058, 2304, 3072)]",1698599369.9901366,5261684279204,111.0,255.0,230.3629836392542,47444,111.0,255.0,228.4473239962228,44404,101.0,255.0,227.29631016454042,35535,"(250, 248, 248)",2,"(0.0, 0.23076923076923025, 0.9745098039215686)",767773,"(60.0, 0.021276595744680778, 0.7235294117647059)",25406,,0,,0,,0,,0,"[0.0, 0.16666666666666627, 0.9764705882352941]",302718,0,0,162754,0,0,192969,0,0,6564,0,0,2677,0,0,4525,0,0,49462,0,0,71510,0,0,0,0.0,0.0370370370370374,0.08695652173913006,0.12820512820512847,1.0,71.63467724942595,0.09005689009852792,0.8971366970574033,1.0,1892,0.4156862745098039,1,0.8784313725490196,0.9274509803921569,0.9470588235294117,638190,0,"(0.0, 0.13043478260869656, 0.9549019607843137)",10157,"(0.0, 0.14285714285714382, 0.9588235294117646)",9607,"(0.0, 0.12000000000000086, 0.9509803921568627)",9564,"(0.0, 0.15789473684210503, 0.9627450980392157)",7649,4
"[FlickrAPI for key ""82fbf72fad4735faa2b9652df0961703""]",52616842792,current_img.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=2304x3072 at 0x1EA1208A550>,2304,3072,"[(0, 0, 760, 1013), (0, 1013, 760, 2058), (0, 2058, 760, 3072), (760, 0, 1543, 1013), (760, 1013, 1543, 2058), (760, 2058, 1543, 3072), (1543, 0, 2304, 1013), (1543, 1013, 2304, 2058), (1543, 2058, 2304, 3072)]",1698599388.4509203,5261684279205,21.0,255.0,210.31939723917947,21211,0.0,255.0,210.00938361228742,20969,0.0,255.0,207.82881323825063,19554,"(239, 239, 238)",8,"(39.999999999999616, 0.024793388429752206, 0.7627450980392156)",584825,"(30.0, 0.11764705882352902, 0.9333333333333333)",82966,"(0.0, 0.00699300699300697, 0.7196078431372549)",64616,"(45.00000000000005, 0.14814814814814806, 0.8941176470588235)",52282,"(60.0, 0.029411764705882457, 0.7333333333333334)",28766,"(240.0, 0.07692307692307665, 0.8725490196078431)",2993,"[60.0, 0.0303030303030302, 0.9352941176470588]",37687,0,0,68127,0,0,485098,0,0,32243,0,0,69501,0,0,36851,0,0,70875,0,0,17853,0,0,0,0.0,0.02521008403361359,0.04545454545454525,0.09090909090909059,1.0,93.09017758104709,0.08013270892078678,0.8200899329343156,1.0,6200,0.041176470588235294,1,0.7450980392156863,0.8607843137254902,0.915686274509804,431785,1,"(60.0, 0.02521008403361359, 0.7666666666666666)",4370,"(60.0, 0.024390243902438935, 0.7588235294117647)",3841,"(40.00000000000019, 0.025641025641025782, 0.7705882352941176)",3461,"(40.00000000000019, 0.02521008403361359, 0.7666666666666666)",3070,5
"[FlickrAPI for key ""82fbf72fad4735faa2b9652df0961703""]",52616842792,current_img.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=2304x3072 at 0x1EA1208A550>,2304,3072,"[(0, 0, 760, 1013), (0, 1013, 760, 2058), (0, 2058, 760, 3072), (760, 0, 1543, 1013), (760, 1013, 1543, 2058), (760, 2058, 1543, 3072), (1543, 0, 2304, 1013), (1543, 1013, 2304, 2058), (1543, 2058, 2304, 3072)]",1698599410.983026,5261684279206,0.0,255.0,96.66031623679723,71794,0.0,255.0,103.8845095861011,84308,0.0,254.0,106.72058486426303,82065,"(64, 74, 82)",4,"(201.8181818181818, 0.17460317460317465, 0.24705882352941178)",518849,"(40.0, 0.020689655172413723, 0.7156862745098039)",222018,"(60.0, 0.04444444444444462, 0.8235294117647058)",34141,"(15.652173913043468, 0.11330049261083737, 0.39803921568627454)",18954,,0,,0,"[206.66666666666666, 0.12328767123287676, 0.28627450980392155]",15088,0,0,15259,0,0,33592,0,0,7376,0,0,586012,0,0,91107,0,0,42254,0,0,3274,0,0,0,0.0,0.025641025641025546,0.0827067669172932,0.12328767123287676,1.0,188.0214444930266,0.08658051976444492,0.3989163234018561,0.996078431372549,102,0.041176470588235294,60,0.2607843137254902,0.28627450980392155,0.580392156862745,23209,697,"(192.0, 0.07246376811594207, 0.2705882352941177)",31051,"(191.99999999999994, 0.07042253521126755, 0.2784313725490196)",29762,"(190.9090909090909, 0.0827067669172932, 0.2607843137254902)",26195,"(192.0, 0.06849315068493156, 0.28627450980392155)",22959,6
"[FlickrAPI for key ""82fbf72fad4735faa2b9652df0961703""]",52616842792,current_img.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=2304x3072 at 0x1EA1208A550>,2304,3072,"[(0, 0, 760, 1013), (0, 1013, 760, 2058), (0, 2058, 760, 3072), (760, 0, 1543, 1013), (760, 1013, 1543, 2058), (760, 2058, 1543, 3072), (1543, 0, 2304, 1013), (1543, 1013, 2304, 2058), (1543, 2058, 2304, 3072)]",1698599432.3778765,5261684279207,0.0,238.0,172.86115453117358,55977,0.0,237.0,171.67351889302407,63955,28.0,234.0,170.81729111562825,67528,"(163, 162, 160)",5,"(42.85714285714293, 0.0864197530864198, 0.8411764705882352)",630428,"(60.0, 0.046728971962616925, 0.7901960784313726)",97159,"(23.99999999999986, 0.023041474654377933, 0.5745098039215686)",40235,"(270.0, 0.03157894736842109, 0.37254901960784315)",2621,"(339.99999999999994, 0.029126213592233042, 0.403921568627451)",450,,0,"[40.0, 0.016042780748663044, 0.6333333333333333]",74001,0,0,144640,0,0,283733,0,0,882,0,0,17908,0,0,17309,0,0,108456,0,0,123964,0,0,0,0.0,0.010638297872340387,0.014634146341463363,0.02173913043478268,1.0,123.20074485392385,0.02584300444620362,0.6731886877411307,0.9254901960784314,3008,0.054901960784313725,2,0.6196078431372549,0.6392156862745098,0.7,69740,3,"(40.0, 0.016042780748663044, 0.6333333333333333)",15619,"(30.0, 0.010638297872340387, 0.6313725490196078)",14553,"(30.0, 0.010526315789473646, 0.6274509803921569)",12001,"(39.999999999999616, 0.01621621621621631, 0.6372549019607843)",11219,7
"[FlickrAPI for key ""82fbf72fad4735faa2b9652df0961703""]",52616842792,current_img.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=2304x3072 at 0x1EA1208A550>,2304,3072,"[(0, 0, 760, 1013), (0, 1013, 760, 2058), (0, 2058, 760, 3072), (760, 0, 1543, 1013), (760, 1013, 1543, 2058), (760, 2058, 1543, 3072), (1543, 0, 2304, 1013), (1543, 1013, 2304, 2058), (1543, 2058, 2304, 3072)]",1698599450.8606415,5261684279208,0.0,234.0,139.44565385510126,52675,0.0,234.0,140.10849612383606,44622,0.0,230.0,142.8845110626285,57191,"(164, 162, 164)",21,"(60.0, 0.008547008547008517, 0.7705882352941177)",667490,"(206.8965517241379, 0.32584269662921356, 0.17450980392156862)",43894,"(199.28571428571425, 0.3111111111111111, 0.17647058823529413)",27209,"(60.0, 0.038961038961038835, 0.8490196078431372)",23319,"(11.428571428571427, 0.12280701754385961, 0.33529411764705885)",18715,"(240.0, 0.0067114093959731325, 0.707843137254902)",2471,"[300.0, 0.010869565217391419, 0.6392156862745098]",34658,0,0,6671,5,0,18597,0,0,3137,0,0,139100,0,0,72085,0,0,430111,0,0,90886,0,0,0,0.0,0.009615384615384583,0.012987012987013064,0.01621621621621631,1.0,236.38825573089233,0.04998378979830417,0.5520427358740968,0.9098039215686274,433,0.0,1,0.5549019607843138,0.5882352941176471,0.6215686274509804,2596,15887,"(280.00000000000017, 0.014084507042253605, 0.5823529411764705)",18412,"(280.0, 0.014218009478672938, 0.5862745098039216)",17638,"(280.00000000000017, 0.013953488372093106, 0.5784313725490196)",17515,"(300.0, 0.009523809523809492, 0.5882352941176471)",17144,8
"[FlickrAPI for key ""82fbf72fad4735faa2b9652df0961703""]",52616842792,current_img.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=2304x3072 at 0x1EA1208A550>,2304,3072,"[(0, 0, 760, 1013), (0, 1013, 760, 2058), (0, 2058, 760, 3072), (760, 0, 1543, 1013), (760, 1013, 1543, 2058), (760, 2058, 1543, 3072), (1543, 0, 2304, 1013), (1543, 1013, 2304, 2058), (1543, 2058, 2304, 3072)]",1698599472.172477,5261684279209,0.0,201.0,56.000917509661065,111493,0.0,203.0,66.25780595966586,111151,0.0,204.0,69.9637739193991,111386,"(53, 64, 66)",6,"(210.0, 0.20000000000000004, 0.21568627450980393)",733242,"(200.0000000000002, 0.02970297029702974, 0.603921568627451)",24638,"(25.714285714285698, 0.08974358974358969, 0.3058823529411765)",10771,"(226.66666666666669, 0.07200000000000002, 0.2450980392156863)",1438,"(195.0, 0.36363636363636365, 0.17254901960784313)",1108,"(34.0, 0.13157894736842102, 0.44705882352941173)",457,"[189.23076923076923, 0.10924369747899162, 0.23333333333333334]",9313,0,0,2830,0,0,1120,0,0,244,0,0,704227,2,0,43977,0,0,8720,0,0,1223,0,0,0,0.0,0.08527131782945739,0.10948905109489049,0.15199999999999997,1.0,193.58850855459576,0.12848364487768632,0.24698811470771442,0.7941176470588236,2,0.041176470588235294,177,0.2196078431372549,0.2392156862745098,0.2529411764705882,0,6484,"(189.99999999999997, 0.0967741935483871, 0.24313725490196078)",77275,"(189.23076923076923, 0.10924369747899162, 0.23333333333333334)",76198,"(192.85714285714286, 0.12280701754385966, 0.22352941176470587)",62919,"(190.90909090909093, 0.08527131782945739, 0.2529411764705882)",62473,9
"[FlickrAPI for key ""82fbf72fad4735faa2b9652df0961703""]",52976682172,current_img.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=3072x2304 at 0x1EA60012710>,3072,2304,"[(0, 0, 1013, 760), (0, 760, 1013, 1543), (0, 1543, 1013, 2304), (1013, 0, 2058, 760), (1013, 760, 2058, 1543), (1013, 1543, 2058, 2304), (2058, 0, 3072, 760), (2058, 760, 3072, 1543), (2058, 1543, 3072, 2304)]",1698599496.8828437,5297668217200,0.0,255.0,160.36677593655057,317745,0.0,255.0,148.2977487069589,317401,0.0,255.0,143.0672923900463,304281,"(39, 39, 64)",663,"(41.42857142857146, 0.4199999999999999, 0.803921568627451)",2648996,"(210.0, 0.5, 0.9921568627450981)",1036703,"(356.4179104477612, 0.29257641921397387, 0.44901960784313727)",581418,"(207.2727272727272, 0.1325301204819276, 0.8372549019607842)",455135,"(234.78260869565221, 0.24210526315789455, 0.8137254901960784)",127689,"(56.24999999999998, 0.7272727272727276, 0.8705882352941177)",121519,"[240.0, 0.2427184466019417, 0.2019607843137255]",1656552,562010,18934,329099,20256,0,2569474,181315,3380,226535,4,0,875253,150,0,972573,97,0,293426,14,0,154976,17898,17,22331,0.0,0.02890173410404622,0.08771929824561418,0.2622950819672131,1.0,126.76208313923543,0.19762070038291157,0.5922061371647452,1.0,316321,0.0,237,0.40784313725490196,0.6019607843137256,0.7392156862745098,771239,8691,"(0.0, 0.0, 1.0)",242472,"(35.9999999999999, 0.02958579881656802, 0.3313725490196079)",28033,"(36.00000000000007, 0.02890173410404622, 0.3392156862745098)",27229,"(48.00000000000004, 0.030303030303030287, 0.32352941176470584)",26319,9
