flickr',using_id',img_loc',the_image',img_width',img_height',crop_coords',do_img_at',sub_img,full_id',r_min',r_max',r_mean',r_mode',g_min',g_max',g_mean',g_mode',b_min',b_max',b_mean',b_mode',center_rgb',post_num_regions',post_top_hsl',post_top_count',post_2_hsl',post_2_count',post_3_hsl',post_3_count',post_4_hsl',post_4_count',post_5_hsl',post_5_count',post_6_hsl',post_6_count',center_hsl',full_red_count',visib_red_count',vivid_red_count',full_orange_count',visib_orange_count',vivid_orange_count',full_yellow_count',visib_yellow_count',vivid_yellow_count',full_green_count',visib_green_count',vivid_green_count',full_cyan_count',visib_cyan_count',vivid_cyan_count',full_blue_count',visib_blue_count',vivid_blue_count',full_purple_count',visib_purple_count',vivid_purple_count',full_mag_count',visib_mag_count',vivid_mag_count',vivid_count',sat_min_val',sat_25_val',sat_50_val',sat_75_val',sat_max_val',hue_mean_val',sat_mean_val',light_mean_val',light_max_val',light_max_count',light_min_val',light_min_count',light_25_value',light_50_value',light_75_value',gen_bright_count',gen_dark_count',common_hsl_1_val',common_hsl_1_count',common_hsl_2_val',common_hsl_2_count',common_hsl_3_val',common_hsl_3_count',common_hsl_4_val',common_hsl_4_count'
"[FlickrAPI for key ""82fbf72fad4735faa2b9652df0961703""]",51117060037,current_img.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=2304x3072 at 0x1EA5F9DA410>,2304,3072,"[(0, 0, 760, 1013), (0, 1013, 760, 2058), (0, 2058, 760, 3072), (760, 0, 1543, 1013), (760, 1013, 1543, 2058), (760, 2058, 1543, 3072), (1543, 0, 2304, 1013), (1543, 1013, 2304, 2058), (1543, 2058, 2304, 3072)]",1698599077,8,5111706003708,21,255,221.4851901,70353,0,255,220.1924124,81394,0,254,206.4798295,71851,"(143, 139, 130)",39,"(60.0, 0.1590909090909089, 0.8274509803921568)",347625,"(300.0, 0.02127659574468076, 0.907843137254902)",287549,"(60.0, 0.27272727272727243, 0.9352941176470588)",53605,"(60.0, 0.280701754385965, 0.7764705882352941)",20590,"(31.764705882352935, 0.14406779661016947, 0.5372549019607843)",15388,"(69.23076923076925, 0.22543352601156075, 0.6607843137254903)",11209,"[41.53846153846148, 0.05485232067510553, 0.5352941176470588]",3755,0,0,10113,0,0,503570,6559,0,387,0,0,168,0,0,484,0,0,265447,0,0,11321,0,0,0,0,0.09677419355,0.1764705882,0.3333333333,1,125.6784495,0.217828615,0.8399879825,0.9862745098,34,0.06666666667,5,0.7705882353,0.9215686275,0.937254902,529198,52,"(260.0, 0.10344827586206856, 0.9431372549019608)",34244,"(270.0, 0.07142857142857113, 0.9450980392156862)",28499,"(260.0, 0.11111111111111065, 0.9470588235294117)",24155,"(270.0, 0.06666666666666642, 0.9411764705882353)",19797
"[FlickrAPI for key ""82fbf72fad4735faa2b9652df0961703""]",51117060037,current_img.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=2304x3072 at 0x1EA5F9DA410>,2304,3072,"[(0, 0, 760, 1013), (0, 1013, 760, 2058), (0, 2058, 760, 3072), (760, 0, 1543, 1013), (760, 1013, 1543, 2058), (760, 2058, 1543, 3072), (1543, 0, 2304, 1013), (1543, 1013, 2304, 2058), (1543, 2058, 2304, 3072)]",1698599100,9,5111706003709,0,255,183.9560049,59864,0,252,176.679053,51407,0,240,156.8859269,39522,"(239, 234, 221)",42,"(54.00000000000003, 0.23809523809523822, 0.8352941176470587)",378486,"(43.19999999999998, 0.19685039370078736, 0.24901960784313726)",164728,"(50.000000000000036, 0.4090909090909088, 0.9137254901960784)",72732,"(50.00000000000002, 0.052631578947368356, 0.5529411764705883)",50004,"(69.23076923076923, 0.22807017543859653, 0.4470588235294118)",40326,"(47.36842105263162, 0.32203389830508433, 0.884313725490196)",7249,"[43.33333333333329, 0.35999999999999993, 0.9019607843137255]",1895,0,0,153292,12750,0,612208,4328,3,3897,0,0,170,0,0,16,0,0,3,0,0,173,0,0,3,0,0.2,0.2727272727,0.4166666667,1,46.11639301,0.2958519441,0.6697737028,0.9705882353,9,0,3,0.3705882353,0.762745098,0.9117647059,317353,1121,"(44.21052631578945, 0.46341463414634226, 0.919607843137255)",15140,"(44.210526315789515, 0.44186046511627863, 0.9156862745098039)",11846,"(44.21052631578945, 0.48717948717948795, 0.9235294117647059)",10959,"(43.33333333333332, 0.45000000000000084, 0.9215686274509804)",10556
"[FlickrAPI for key ""82fbf72fad4735faa2b9652df0961703""]",52616842792,current_img.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=2304x3072 at 0x1EA1208A550>,2304,3072,"[(0, 0, 760, 1013), (0, 1013, 760, 2058), (0, 2058, 760, 3072), (760, 0, 1543, 1013), (760, 1013, 1543, 2058), (760, 2058, 1543, 3072), (1543, 0, 2304, 1013), (1543, 1013, 2304, 2058), (1543, 2058, 2304, 3072)]",1698599127,9,5261684279200,0,255,163.6161814,167705,0,255,165.2210941,155255,0,255,165.4294224,164426,"(237, 238, 235)",30,"(40.0000000000001, 0.04000000000000005, 0.7058823529411764)",5830322,"(37.499999999999865, 0.5714285714285723, 0.9725490196078432)",1162840,"(206.8965517241379, 0.32584269662921356, 0.17450980392156862)",45554,"(69.60000000000004, 0.22935779816513768, 0.7862745098039217)",9839,"(43.636363636363676, 0.21568627450980352, 0.8999999999999999)",5363,"(41.99999999999993, 0.1612903225806454, 0.8784313725490196)",3255,"[79.99999999999983, 0.08108108108108153, 0.9274509803921569]",628168,0,0,983388,5,0,1559394,203,0,253785,0,0,2071409,2,0,382412,0,0,827986,0,0,371346,0,0,0,0,0.01470588235,0.03937007874,0.1092436975,1,136.5757483,0.07284176729,0.6450440924,1,11061,0,1,0.5647058824,0.6666666667,0.8666666667,1868266,23075,"(189.99999999999997, 0.0967741935483871, 0.24313725490196078)",88564,"(190.90909090909093, 0.08527131782945739, 0.2529411764705882)",82393,"(189.23076923076923, 0.10924369747899162, 0.23333333333333334)",81986,"(190.9090909090909, 0.0827067669172932, 0.2607843137254902)",71003
"[FlickrAPI for key ""82fbf72fad4735faa2b9652df0961703""]",52616842792,current_img.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=2304x3072 at 0x1EA1208A550>,2304,3072,"[(0, 0, 760, 1013), (0, 1013, 760, 2058), (0, 2058, 760, 3072), (760, 0, 1543, 1013), (760, 1013, 1543, 2058), (760, 2058, 1543, 3072), (1543, 0, 2304, 1013), (1543, 1013, 2304, 2058), (1543, 2058, 2304, 3072)]",1698599313,1,5261684279201,132,255,211.2703265,33189,131,255,208.3335156,30633,128,253,205.0195212,27350,"(239, 234, 232)",6,"(37.499999999999865, 0.5714285714285723, 0.9725490196078432)",424065,"(40.0000000000001, 0.04000000000000005, 0.7058823529411764)",202709,"(11.99999999999993, 0.024875621890547317, 0.6058823529411765)",127272,"(69.60000000000004, 0.22935779816513768, 0.7862745098039217)",9840,"(48.00000000000004, 0.192307692307692, 0.8980392156862744)",5380,"(20.000000000000128, 0.11111111111111108, 0.8411764705882352)",614,"[17.142857142857075, 0.17948717948717957, 0.9235294117647059]",84735,0,0,445996,0,0,232081,203,0,83,0,0,9,0,0,0,0,0,437,0,0,6539,0,0,0,0,0.02857142857,0.1219512195,0.1891891892,1,34.58649715,0.1243044834,0.8163700327,0.9960784314,3493,0.5117647059,3,0.6862745098,0.8882352941,0.9254901961,424425,0,"(60.0, 0.01041666666666663, 0.6235294117647059)",6932,"(30.0, 0.010526315789473646, 0.6274509803921569)",6788,"(30.0, 0.010638297872340387, 0.6313725490196078)",6563,"(40.0, 0.015544041450777148, 0.6215686274509804)",6482
"[FlickrAPI for key ""82fbf72fad4735faa2b9652df0961703""]",52616842792,current_img.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=2304x3072 at 0x1EA1208A550>,2304,3072,"[(0, 0, 760, 1013), (0, 1013, 760, 2058), (0, 2058, 760, 3072), (760, 0, 1543, 1013), (760, 1013, 1543, 2058), (760, 2058, 1543, 3072), (1543, 0, 2304, 1013), (1543, 1013, 2304, 2058), (1543, 2058, 2304, 3072)]",1698599332,2,5261684279202,84,255,184.1432423,39777,82,255,184.3316306,49435,74,254,184.2186124,51376,"(165, 164, 164)",8,"(30.0, 0.01219512195121947, 0.6784313725490196)",687927,"(26.666666666666586, 0.21951219512195116, 0.919607843137255)",63336,"(20.0, 0.023255813953488292, 0.7470588235294118)",11748,"(39.999999999999616, 0.12000000000000086, 0.9509803921568627)",11187,"(60.0, 0.06796116504854371, 0.7980392156862746)",7063,"(60.0, 0.07142857142857165, 0.8901960784313725)",6990,"[0.0, 0.0055248618784530185, 0.6450980392156863]",55636,0,0,125641,0,0,212697,0,0,18425,0,0,179004,0,0,65911,0,0,84556,0,0,52330,0,0,0,0,0.01234567901,0.02,0.03846153846,1,132.387878,0.03376357756,0.7221223355,0.9980392157,453,0.3098039216,1,0.6705882353,0.7137254902,0.7411764706,71344,0,"(30.0, 0.014285714285714237, 0.7254901960784313)",7210,"(60.0, 0.014285714285714237, 0.7254901960784313)",7195,"(30.0, 0.014084507042253473, 0.7215686274509804)",6575,"(60.0, 0.013888888888888843, 0.7176470588235294)",6425
"[FlickrAPI for key ""82fbf72fad4735faa2b9652df0961703""]",52616842792,current_img.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=2304x3072 at 0x1EA1208A550>,2304,3072,"[(0, 0, 760, 1013), (0, 1013, 760, 2058), (0, 2058, 760, 3072), (760, 0, 1543, 1013), (760, 1013, 1543, 2058), (760, 2058, 1543, 3072), (1543, 0, 2304, 1013), (1543, 1013, 2304, 2058), (1543, 2058, 2304, 3072)]",1698599351,3,5261684279203,21,255,169.0011017,19096,39,255,171.5727369,20105,46,254,171.7723477,19987,"(139, 143, 144)",5,"(195.0000000000003, 0.018348623853211076, 0.5725490196078431)",766148,"(45.00000000000011, 0.030303030303030408, 0.7411764705882353)",1855,"(0.0, 0.012048192771084465, 0.6745098039215687)",1205,"(60.0, 0.07692307692307714, 0.8980392156862744)",902,"(40.00000000000019, 0.08108108108108153, 0.9274509803921569)",530,,0,"[191.99999999999994, 0.02202643171806172, 0.5549019607843138]",14332,0,0,11470,0,0,99507,0,0,184831,0,0,372971,0,0,50647,0,0,33115,0,0,3767,0,0,0,0,0.01904761905,0.0297029703,0.04761904762,1,156.0816757,0.0369752014,0.6691030908,0.9980392157,113,0.131372549,3,0.5843137255,0.6549019608,0.8666666667,206977,3,"(120.0, 0.02127659574468076, 0.907843137254902)",6892,"(191.99999999999994, 0.07042253521126755, 0.2784313725490196)",6039,"(192.0, 0.06849315068493156, 0.28627450980392155)",5733,"(90.0, 0.04347826086956503, 0.9098039215686274)",5635
"[FlickrAPI for key ""82fbf72fad4735faa2b9652df0961703""]",52616842792,current_img.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=2304x3072 at 0x1EA1208A550>,2304,3072,"[(0, 0, 760, 1013), (0, 1013, 760, 2058), (0, 2058, 760, 3072), (760, 0, 1543, 1013), (760, 1013, 1543, 2058), (760, 2058, 1543, 3072), (1543, 0, 2304, 1013), (1543, 1013, 2304, 2058), (1543, 2058, 2304, 3072)]",1698599370,4,5261684279204,111,255,230.3629836,47444,111,255,228.447324,44404,101,255,227.2963102,35535,"(250, 248, 248)",2,"(0.0, 0.23076923076923025, 0.9745098039215686)",767773,"(60.0, 0.021276595744680778, 0.7235294117647059)",25406,,0,,0,,0,,0,"[0.0, 0.16666666666666627, 0.9764705882352941]",302718,0,0,162754,0,0,192969,0,0,6564,0,0,2677,0,0,4525,0,0,49462,0,0,71510,0,0,0,0,0.03703703704,0.08695652174,0.1282051282,1,71.63467725,0.0900568901,0.8971366971,1,1892,0.4156862745,1,0.8784313725,0.9274509804,0.9470588235,638190,0,"(0.0, 0.13043478260869656, 0.9549019607843137)",10157,"(0.0, 0.14285714285714382, 0.9588235294117646)",9607,"(0.0, 0.12000000000000086, 0.9509803921568627)",9564,"(0.0, 0.15789473684210503, 0.9627450980392157)",7649
"[FlickrAPI for key ""82fbf72fad4735faa2b9652df0961703""]",52616842792,current_img.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=2304x3072 at 0x1EA1208A550>,2304,3072,"[(0, 0, 760, 1013), (0, 1013, 760, 2058), (0, 2058, 760, 3072), (760, 0, 1543, 1013), (760, 1013, 1543, 2058), (760, 2058, 1543, 3072), (1543, 0, 2304, 1013), (1543, 1013, 2304, 2058), (1543, 2058, 2304, 3072)]",1698599388,5,5261684279205,21,255,210.3193972,21211,0,255,210.0093836,20969,0,255,207.8288132,19554,"(239, 239, 238)",8,"(39.999999999999616, 0.024793388429752206, 0.7627450980392156)",584825,"(30.0, 0.11764705882352902, 0.9333333333333333)",82966,"(0.0, 0.00699300699300697, 0.7196078431372549)",64616,"(45.00000000000005, 0.14814814814814806, 0.8941176470588235)",52282,"(60.0, 0.029411764705882457, 0.7333333333333334)",28766,"(240.0, 0.07692307692307665, 0.8725490196078431)",2993,"[60.0, 0.0303030303030302, 0.9352941176470588]",37687,0,0,68127,0,0,485098,0,0,32243,0,0,69501,0,0,36851,0,0,70875,0,0,17853,0,0,0,0,0.02521008403,0.04545454545,0.09090909091,1,93.09017758,0.08013270892,0.8200899329,1,6200,0.04117647059,1,0.7450980392,0.8607843137,0.9156862745,431785,1,"(60.0, 0.02521008403361359, 0.7666666666666666)",4370,"(60.0, 0.024390243902438935, 0.7588235294117647)",3841,"(40.00000000000019, 0.025641025641025782, 0.7705882352941176)",3461,"(40.00000000000019, 0.02521008403361359, 0.7666666666666666)",3070
"[FlickrAPI for key ""82fbf72fad4735faa2b9652df0961703""]",52616842792,current_img.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=2304x3072 at 0x1EA1208A550>,2304,3072,"[(0, 0, 760, 1013), (0, 1013, 760, 2058), (0, 2058, 760, 3072), (760, 0, 1543, 1013), (760, 1013, 1543, 2058), (760, 2058, 1543, 3072), (1543, 0, 2304, 1013), (1543, 1013, 2304, 2058), (1543, 2058, 2304, 3072)]",1698599411,6,5261684279206,0,255,96.66031624,71794,0,255,103.8845096,84308,0,254,106.7205849,82065,"(64, 74, 82)",4,"(201.8181818181818, 0.17460317460317465, 0.24705882352941178)",518849,"(40.0, 0.020689655172413723, 0.7156862745098039)",222018,"(60.0, 0.04444444444444462, 0.8235294117647058)",34141,"(15.652173913043468, 0.11330049261083737, 0.39803921568627454)",18954,,0,,0,"[206.66666666666666, 0.12328767123287676, 0.28627450980392155]",15088,0,0,15259,0,0,33592,0,0,7376,0,0,586012,0,0,91107,0,0,42254,0,0,3274,0,0,0,0,0.02564102564,0.08270676692,0.1232876712,1,188.0214445,0.08658051976,0.3989163234,0.9960784314,102,0.04117647059,60,0.2607843137,0.2862745098,0.5803921569,23209,697,"(192.0, 0.07246376811594207, 0.2705882352941177)",31051,"(191.99999999999994, 0.07042253521126755, 0.2784313725490196)",29762,"(190.9090909090909, 0.0827067669172932, 0.2607843137254902)",26195,"(192.0, 0.06849315068493156, 0.28627450980392155)",22959
"[FlickrAPI for key ""82fbf72fad4735faa2b9652df0961703""]",52616842792,current_img.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=2304x3072 at 0x1EA1208A550>,2304,3072,"[(0, 0, 760, 1013), (0, 1013, 760, 2058), (0, 2058, 760, 3072), (760, 0, 1543, 1013), (760, 1013, 1543, 2058), (760, 2058, 1543, 3072), (1543, 0, 2304, 1013), (1543, 1013, 2304, 2058), (1543, 2058, 2304, 3072)]",1698599432,7,5261684279207,0,238,172.8611545,55977,0,237,171.6735189,63955,28,234,170.8172911,67528,"(163, 162, 160)",5,"(42.85714285714293, 0.0864197530864198, 0.8411764705882352)",630428,"(60.0, 0.046728971962616925, 0.7901960784313726)",97159,"(23.99999999999986, 0.023041474654377933, 0.5745098039215686)",40235,"(270.0, 0.03157894736842109, 0.37254901960784315)",2621,"(339.99999999999994, 0.029126213592233042, 0.403921568627451)",450,,0,"[40.0, 0.016042780748663044, 0.6333333333333333]",74001,0,0,144640,0,0,283733,0,0,882,0,0,17908,0,0,17309,0,0,108456,0,0,123964,0,0,0,0,0.01063829787,0.01463414634,0.02173913043,1,123.2007449,0.02584300445,0.6731886877,0.9254901961,3008,0.05490196078,2,0.6196078431,0.6392156863,0.7,69740,3,"(40.0, 0.016042780748663044, 0.6333333333333333)",15619,"(30.0, 0.010638297872340387, 0.6313725490196078)",14553,"(30.0, 0.010526315789473646, 0.6274509803921569)",12001,"(39.999999999999616, 0.01621621621621631, 0.6372549019607843)",11219
"[FlickrAPI for key ""82fbf72fad4735faa2b9652df0961703""]",52616842792,current_img.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=2304x3072 at 0x1EA1208A550>,2304,3072,"[(0, 0, 760, 1013), (0, 1013, 760, 2058), (0, 2058, 760, 3072), (760, 0, 1543, 1013), (760, 1013, 1543, 2058), (760, 2058, 1543, 3072), (1543, 0, 2304, 1013), (1543, 1013, 2304, 2058), (1543, 2058, 2304, 3072)]",1698599451,8,5261684279208,0,234,139.4456539,52675,0,234,140.1084961,44622,0,230,142.8845111,57191,"(164, 162, 164)",21,"(60.0, 0.008547008547008517, 0.7705882352941177)",667490,"(206.8965517241379, 0.32584269662921356, 0.17450980392156862)",43894,"(199.28571428571425, 0.3111111111111111, 0.17647058823529413)",27209,"(60.0, 0.038961038961038835, 0.8490196078431372)",23319,"(11.428571428571427, 0.12280701754385961, 0.33529411764705885)",18715,"(240.0, 0.0067114093959731325, 0.707843137254902)",2471,"[300.0, 0.010869565217391419, 0.6392156862745098]",34658,0,0,6671,5,0,18597,0,0,3137,0,0,139100,0,0,72085,0,0,430111,0,0,90886,0,0,0,0,0.009615384615,0.01298701299,0.01621621622,1,236.3882557,0.0499837898,0.5520427359,0.9098039216,433,0,1,0.5549019608,0.5882352941,0.6215686275,2596,15887,"(280.00000000000017, 0.014084507042253605, 0.5823529411764705)",18412,"(280.0, 0.014218009478672938, 0.5862745098039216)",17638,"(280.00000000000017, 0.013953488372093106, 0.5784313725490196)",17515,"(300.0, 0.009523809523809492, 0.5882352941176471)",17144
"[FlickrAPI for key ""82fbf72fad4735faa2b9652df0961703""]",52616842792,current_img.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=2304x3072 at 0x1EA1208A550>,2304,3072,"[(0, 0, 760, 1013), (0, 1013, 760, 2058), (0, 2058, 760, 3072), (760, 0, 1543, 1013), (760, 1013, 1543, 2058), (760, 2058, 1543, 3072), (1543, 0, 2304, 1013), (1543, 1013, 2304, 2058), (1543, 2058, 2304, 3072)]",1698599472,9,5261684279209,0,201,56.00091751,111493,0,203,66.25780596,111151,0,204,69.96377392,111386,"(53, 64, 66)",6,"(210.0, 0.20000000000000004, 0.21568627450980393)",733242,"(200.0000000000002, 0.02970297029702974, 0.603921568627451)",24638,"(25.714285714285698, 0.08974358974358969, 0.3058823529411765)",10771,"(226.66666666666669, 0.07200000000000002, 0.2450980392156863)",1438,"(195.0, 0.36363636363636365, 0.17254901960784313)",1108,"(34.0, 0.13157894736842102, 0.44705882352941173)",457,"[189.23076923076923, 0.10924369747899162, 0.23333333333333334]",9313,0,0,2830,0,0,1120,0,0,244,0,0,704227,2,0,43977,0,0,8720,0,0,1223,0,0,0,0,0.08527131783,0.1094890511,0.152,1,193.5885086,0.1284836449,0.2469881147,0.7941176471,2,0.04117647059,177,0.2196078431,0.2392156863,0.2529411765,0,6484,"(189.99999999999997, 0.0967741935483871, 0.24313725490196078)",77275,"(189.23076923076923, 0.10924369747899162, 0.23333333333333334)",76198,"(192.85714285714286, 0.12280701754385966, 0.22352941176470587)",62919,"(190.90909090909093, 0.08527131782945739, 0.2529411764705882)",62473
"[FlickrAPI for key ""82fbf72fad4735faa2b9652df0961703""]",52976682172,current_img.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=3072x2304 at 0x1EA60012710>,3072,2304,"[(0, 0, 1013, 760), (0, 760, 1013, 1543), (0, 1543, 1013, 2304), (1013, 0, 2058, 760), (1013, 760, 2058, 1543), (1013, 1543, 2058, 2304), (2058, 0, 3072, 760), (2058, 760, 3072, 1543), (2058, 1543, 3072, 2304)]",1698599497,9,5297668217200,0,255,160.3667759,317745,0,255,148.2977487,317401,0,255,143.0672924,304281,"(39, 39, 64)",663,"(41.42857142857146, 0.4199999999999999, 0.803921568627451)",2648996,"(210.0, 0.5, 0.9921568627450981)",1036703,"(356.4179104477612, 0.29257641921397387, 0.44901960784313727)",581418,"(207.2727272727272, 0.1325301204819276, 0.8372549019607842)",455135,"(234.78260869565221, 0.24210526315789455, 0.8137254901960784)",127689,"(56.24999999999998, 0.7272727272727276, 0.8705882352941177)",121519,"[240.0, 0.2427184466019417, 0.2019607843137255]",1656552,562010,18934,329099,20256,0,2569474,181315,3380,226535,4,0,875253,150,0,972573,97,0,293426,14,0,154976,17898,17,22331,0,0.0289017341,0.08771929825,0.262295082,1,126.7620831,0.1976207004,0.5922061372,1,316321,0,237,0.4078431373,0.6019607843,0.7392156863,771239,8691,"(0.0, 0.0, 1.0)",242472,"(35.9999999999999, 0.02958579881656802, 0.3313725490196079)",28033,"(36.00000000000007, 0.02890173410404622, 0.3392156862745098)",27229,"(48.00000000000004, 0.030303030303030287, 0.32352941176470584)",26319
"[FlickrAPI for key ""82fbf72fad4735faa2b9652df0961703""]",52976682172,current_img.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=3072x2304 at 0x1EA60012710>,3072,2304,"[(0, 0, 1013, 760), (0, 760, 1013, 1543), (0, 1543, 1013, 2304), (1013, 0, 2058, 760), (1013, 760, 2058, 1543), (1013, 1543, 2058, 2304), (2058, 0, 3072, 760), (2058, 760, 3072, 1543), (2058, 1543, 3072, 2304)]",1698599724,1,5297668217201,0,255,160.0049527,23685,0,255,155.5448447,22299,0,252,144.375026,18947,"(208, 207, 198)",6,"(42.85714285714285, 0.29577464788732394, 0.8607843137254902)",407578,"(41.42857142857146, 0.4199999999999999, 0.803921568627451)",352027,"(41.53846153846152, 0.17972350230414746, 0.5745098039215686)",4345,"(36.92307692307692, 0.24223602484472048, 0.6843137254901961)",2473,"(214.28571428571428, 0.08045977011494257, 0.3411764705882353)",2339,"(47.36842105263155, 0.09452736318407969, 0.6058823529411765)",1118,"[54.00000000000002, 0.09615384615384609, 0.7960784313725491]",86695,0,0,4591,0,0,483140,5,0,8680,0,0,62864,0,0,104663,0,0,18329,0,0,918,0,0,0,0,0.0198019802,0.1111111111,0.2435897436,1,82.13255642,0.1344931334,0.5969160638,0.9921568627,20,0,1,0.4039215686,0.6274509804,0.7490196078,57351,22,"(0.0, 0.0, 0.3843137254901961)",11384,"(0.0, 0.0, 0.3764705882352941)",10765,"(0.0, 0.0, 0.38823529411764707)",10247,"(0.0, 0.0, 0.37254901960784315)",8971
"[FlickrAPI for key ""82fbf72fad4735faa2b9652df0961703""]",52976682172,current_img.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=3072x2304 at 0x1EA60012710>,3072,2304,"[(0, 0, 1013, 760), (0, 760, 1013, 1543), (0, 1543, 1013, 2304), (1013, 0, 2058, 760), (1013, 760, 2058, 1543), (1013, 1543, 2058, 2304), (2058, 0, 3072, 760), (2058, 760, 3072, 1543), (2058, 1543, 3072, 2304)]",1698599743,2,5297668217202,0,255,119.0226468,40041,0,255,118.6002668,39409,0,253,111.9051374,39086,"(87, 85, 82)",124,"(36.0, 0.2197802197802198, 0.6431372549019607)",534040,"(43.99999999999995, 0.06172839506172841, 0.5235294117647059)",38751,"(100.0000000000001, 0.02752293577981655, 0.5725490196078431)",20905,"(177.14285714285717, 0.08786610878661086, 0.5313725490196078)",17692,"(64.99999999999999, 0.09375000000000008, 0.7490196078431373)",15930,"(137.14285714285708, 0.037837837837837854, 0.6372549019607843)",5628,"[35.9999999999999, 0.02958579881656802, 0.3313725490196079]",134944,0,0,11719,1,0,505319,34,0,38791,0,0,84247,48,0,10056,0,0,4103,0,0,4000,0,0,0,0,0.02564102564,0.03964757709,0.08403361345,1,59.28479891,0.06428893044,0.4539472644,0.9843137255,54,0,1,0.3352941176,0.3803921569,0.562745098,13904,157,"(35.9999999999999, 0.02958579881656802, 0.3313725490196079)",25684,"(48.00000000000004, 0.030303030303030287, 0.32352941176470584)",24558,"(36.00000000000007, 0.02890173410404622, 0.3392156862745098)",23870,"(40.00000000000004, 0.03703703703703699, 0.3176470588235294)",20559
"[FlickrAPI for key ""82fbf72fad4735faa2b9652df0961703""]",52976682172,current_img.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=3072x2304 at 0x1EA60012710>,3072,2304,"[(0, 0, 1013, 760), (0, 760, 1013, 1543), (0, 1543, 1013, 2304), (1013, 0, 2058, 760), (1013, 760, 2058, 1543), (1013, 1543, 2058, 2304), (2058, 0, 3072, 760), (2058, 760, 3072, 1543), (2058, 1543, 3072, 2304)]",1698599767,3,5297668217203,0,255,178.0599201,31648,0,255,147.0100053,15407,0,255,136.0524055,18403,"(229, 205, 135)",123,"(356.1290322580645, 0.2897196261682243, 0.41960784313725485)",225902,"(59.04761904761905, 0.9692307692307693, 0.8725490196078431)",120243,"(220.00000000000003, 0.06329113924050635, 0.4647058823529412)",108427,"(42.35294117647056, 0.06772908366533868, 0.49215686274509807)",75590,"(229.0909090909091, 0.15639810426540282, 0.5862745098039216)",22094,"(63.75, 0.1666666666666667, 0.8117647058823529)",15207,"[44.68085106382979, 0.6438356164383561, 0.7137254901960784]",252943,201989,3963,33186,3234,0,259337,28295,565,53778,2,0,106657,7,0,41108,3,0,18574,1,0,5310,0,0,4528,0,0.05405405405,0.1926605505,0.6708860759,1,173.7864676,0.3521312581,0.6117858298,0.9882352941,4,0.05490196078,9,0.4980392157,0.631372549,0.7176470588,21324,90,"(353.2710280373832, 0.6993464052287581, 0.7)",1660,"(353.20754716981133, 0.6973684210526314, 0.7019607843137254)",1652,"(353.20754716981133, 0.7066666666666664, 0.7058823529411764)",1598,"(353.20754716981133, 0.6883116883116882, 0.6980392156862745)",1573
"[FlickrAPI for key ""82fbf72fad4735faa2b9652df0961703""]",52976682172,current_img.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=3072x2304 at 0x1EA60012710>,3072,2304,"[(0, 0, 1013, 760), (0, 760, 1013, 1543), (0, 1543, 1013, 2304), (1013, 0, 2058, 760), (1013, 760, 2058, 1543), (1013, 1543, 2058, 2304), (2058, 0, 3072, 760), (2058, 760, 3072, 1543), (2058, 1543, 3072, 2304)]",1698599795,4,5297668217204,0,255,152.1494019,58919,0,255,151.4996474,71786,43,255,159.694582,75380,"(101, 95, 96)",76,"(23.07692307692307, 0.1911764705882352, 0.7333333333333334)",383675,"(204.99999999999994, 0.1428571428571427, 0.8352941176470587)",78390,"(230.00000000000003, 0.14285714285714288, 0.6705882352941177)",74642,"(233.33333333333337, 0.23684210526315777, 0.8509803921568627)",50739,"(336.66666666666663, 0.08737864077669899, 0.596078431372549)",32564,"(202.4999999999999, 0.15999999999999984, 0.9019607843137254)",18464,"[350.00000000000006, 0.03061224489795915, 0.38431372549019605]",99291,1150,0,17473,263,0,84037,0,0,12869,0,0,183594,10,0,283495,23,0,57218,1,0,56223,9815,0,0,0,0.02197802198,0.05102040816,0.1534391534,1,174.3471812,0.1421716175,0.6053737785,1,76106,0.09019607843,5,0.4,0.5568627451,0.7843137255,146597,27,"(0.0, 0.0, 1.0)",53636,"(216.0, 0.028571428571428633, 0.3431372549019608)",9725,"(228.00000000000003, 0.02890173410404622, 0.3392156862745098)",8802,"(216.00000000000009, 0.02793296089385473, 0.3509803921568627)",8508
